competition_name,competition_year,team,name,date_of_birth,curr_age,height,weight,spike,block,player_page,player_image,nationality,position,short_position
World Grand Prix,2017,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201746359&height=865&stretch=uniform&width=1500,Yixin Zheng,1995-01-06,26,187,71,316,307,http://worldgrandprix.2017.fivb.com/en/group1/competition/teams/chn-china/players/yixin-zheng?id=59123,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201711202&height=450&stretch=uniformtofill&width=300,CHN,Middle blocker,MB
World Grand Prix,2017,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201746359&height=865&stretch=uniform&width=1500,Li Lin,1992-01-05,29,171,65,294,294,http://worldgrandprix.2017.fivb.com/en/group1/competition/teams/chn-china/players/li-lin?id=59111,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201711244&height=450&stretch=uniformtofill&width=300,CHN,Libero,L
World Grand Prix,2017,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201746359&height=865&stretch=uniform&width=1500,Xia Ding,1990-01-13,31,180,67,305,300,http://worldgrandprix.2017.fivb.com/en/group1/competition/teams/chn-china/players/xia-ding?id=59105,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201711245&height=450&stretch=uniformtofill&width=300,CHN,Setter,S
World Grand Prix,2017,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201746359&height=865&stretch=uniform&width=1500,Yuanyuan Wang,1997-01-14,24,195,75,312,300,http://worldgrandprix.2017.fivb.com/en/group1/competition/teams/chn-china/players/yuanyuan-wang?id=59117,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201711246&height=450&stretch=uniformtofill&width=300,CHN,Middle blocker,MB
World Grand Prix,2017,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201746359&height=865&stretch=uniform&width=1500,Mengjie Wang,1995-01-14,26,172,65,289,280,http://worldgrandprix.2017.fivb.com/en/group1/competition/teams/chn-china/players/mengjie-wang?id=59116,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201711247&height=450&stretch=uniformtofill&width=300,CHN,Libero,L
World Grand Prix,2017,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201746811&height=865&stretch=uniform&width=1500,Indre Sorokaite,1988-01-02,33,188,80,303,280,http://worldgrandprix.2017.fivb.com/en/group1/competition/teams/ita-italy/players/indre-sorokaite?id=59395,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201711435&height=450&stretch=uniformtofill&width=300,ITA,Opposite spiker,OPP
World Grand Prix,2017,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201746811&height=865&stretch=uniform&width=1500,Sara Loda,1990-01-22,31,178,75,308,287,http://worldgrandprix.2017.fivb.com/en/group1/competition/teams/ita-italy/players/sara-loda?id=59389,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201711436&height=450&stretch=uniformtofill&width=300,ITA,Wing spiker,OH
World Grand Prix,2017,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201746811&height=865&stretch=uniform&width=1500,Sara Bonifacio,1996-01-03,25,188,75,328,310,http://worldgrandprix.2017.fivb.com/en/group1/competition/teams/ita-italy/players/sara-bonifacio?id=59377,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201711434&height=450&stretch=uniformtofill&width=300,ITA,Middle blocker,MB
World Grand Prix,2017,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201746811&height=865&stretch=uniform&width=1500,Ofelia Malinov,1996-01-29,25,185,70,304,285,http://worldgrandprix.2017.fivb.com/en/group1/competition/teams/ita-italy/players/ofelia-malinov?id=59390,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201711437&height=450&stretch=uniformtofill&width=300,ITA,Setter,S
World Grand Prix,2017,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201746811&height=865&stretch=uniform&width=1500,Monica De Gennaro,1987-01-08,34,174,67,292,217,http://worldgrandprix.2017.fivb.com/en/group1/competition/teams/ita-italy/players/monica-de-gennaro?id=59384,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201711438&height=450&stretch=uniformtofill&width=300,ITA,Libero,L
World Grand Prix,2017,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201746811&height=865&stretch=uniform&width=1500,Raphaela Folie,1991-01-07,30,187,73,324,300,http://worldgrandprix.2017.fivb.com/en/group1/competition/teams/ita-italy/players/raphaela-folie?id=59387,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201711439&height=450&stretch=uniformtofill&width=300,ITA,Middle blocker,MB
World Grand Prix,2017,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201746811&height=865&stretch=uniform&width=1500,Alessia Orro,1998-01-18,23,180,74,308,231,http://worldgrandprix.2017.fivb.com/en/group1/competition/teams/ita-italy/players/alessia-orro?id=59392,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201711440&height=450&stretch=uniformtofill&width=300,ITA,Setter,S
World Grand Prix,2017,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201746811&height=865&stretch=uniform&width=1500,Caterina Bosetti,1994-01-02,27,179,59,299,281,http://worldgrandprix.2017.fivb.com/en/group1/competition/teams/ita-italy/players/caterina-bosetti?id=59378,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201711441&height=450&stretch=uniformtofill&width=300,ITA,Wing spiker,OH
World Grand Prix,2017,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201746811&height=865&stretch=uniform&width=1500,Cristina Chirichellac,1994-01-10,27,194,79,322,306,http://worldgrandprix.2017.fivb.com/en/group1/competition/teams/ita-italy/players/cristina-chirichella?id=59381,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201711442&height=450&stretch=uniformtofill&width=300,ITA,Middle blocker,MB
World Grand Prix,2017,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201746811&height=865&stretch=uniform&width=1500,Anna Danesi,1996-01-20,25,198,78,312,294,http://worldgrandprix.2017.fivb.com/en/group1/competition/teams/ita-italy/players/anna-danesi?id=59382,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201711443&height=450&stretch=uniformtofill&width=300,ITA,Middle blocker,MB
World Grand Prix,2017,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201746811&height=865&stretch=uniform&width=1500,Miryam Fatime Sylla,1995-01-08,26,184,80,320,240,http://worldgrandprix.2017.fivb.com/en/group1/competition/teams/ita-italy/players/miryam-fatime-sylla?id=59386,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201711445&height=450&stretch=uniformtofill&width=300,ITA,Wing spiker,OH
World Grand Prix,2017,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201746811&height=865&stretch=uniform&width=1500,Lucia Bosetti,1989-01-09,32,178,63,310,292,http://worldgrandprix.2017.fivb.com/en/group1/competition/teams/ita-italy/players/lucia-bosetti?id=59379,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201711447&height=450&stretch=uniformtofill&width=300,ITA,Wing spiker,OH
World Grand Prix,2017,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201746811&height=865&stretch=uniform&width=1500,Paola Ogechi Egonu,1998-01-18,23,193,80,344,321,http://worldgrandprix.2017.fivb.com/en/group1/competition/teams/ita-italy/players/paola-ogechi-egonu?id=59391,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201711448&height=450&stretch=uniformtofill&width=300,ITA,Opposite spiker,OPP
World Grand Prix,2017,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201746811&height=865&stretch=uniform&width=1500,Beatrice Parrocchiale,1995-01-26,26,168,59,286,258,http://worldgrandprix.2017.fivb.com/en/group1/competition/teams/ita-italy/players/beatrice-parrocchiale?id=59394,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201711450&height=450&stretch=uniformtofill&width=300,ITA,Libero,L
World Grand Prix,2017,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201735224&height=865&stretch=uniform&width=1500,Sarina Koga,1996-01-21,25,180,66,307,290,http://worldgrandprix.2017.fivb.com/en/group1/competition/teams/jpn-japan/players/sarina-koga?id=58739,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201710906&height=450&stretch=uniformtofill&width=300,JAP,Wing spiker,OH
World Grand Prix,2017,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201735224&height=865&stretch=uniform&width=1500,Nana Iwasakac,1990-01-03,31,187,76,298,293,http://worldgrandprix.2017.fivb.com/en/group1/competition/teams/jpn-japan/players/nana-iwasaka?id=58737,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201710907&height=450&stretch=uniformtofill&width=300,JAP,Middle blocker,MB
World Grand Prix,2017,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201735224&height=865&stretch=uniform&width=1500,Risa Shinnabe,1990-01-11,31,175,64,293,285,http://worldgrandprix.2017.fivb.com/en/group1/competition/teams/jpn-japan/players/risa-shinnabe?id=58748,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201710909&height=450&stretch=uniformtofill&width=300,JAP,Wing spiker,OH
World Grand Prix,2017,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201735224&height=865&stretch=uniform&width=1500,Haruyo Shimamura,1992-01-04,29,182,78,297,290,http://worldgrandprix.2017.fivb.com/en/group1/competition/teams/jpn-japan/players/haruyo-shimamura?id=58747,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201710913&height=450&stretch=uniformtofill&width=300,JAP,Middle blocker,MB
World Grand Prix,2017,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201735224&height=865&stretch=uniform&width=1500,Koyomi Iwasaki,1989-01-01,32,175,68,295,280,http://worldgrandprix.2017.fivb.com/en/group1/competition/teams/jpn-japan/players/koyomi-iwasaki?id=58753,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201710914&height=450&stretch=uniformtofill&width=300,JAP,Setter,S
World Grand Prix,2017,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201735224&height=865&stretch=uniform&width=1500,Yurie Nabeya,1993-01-15,28,176,57,305,292,http://worldgrandprix.2017.fivb.com/en/group1/competition/teams/jpn-japan/players/yurie-nabeya?id=58742,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201720290&height=450&stretch=uniformtofill&width=300,JAP,Wing spiker,OH
World Grand Prix,2017,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201735224&height=865&stretch=uniform&width=1500,Miya Sato,1990-01-07,31,175,61,278,275,http://worldgrandprix.2017.fivb.com/en/group1/competition/teams/jpn-japan/players/miya-sato?id=58746,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201710916&height=450&stretch=uniformtofill&width=300,JAP,Setter,S
World Grand Prix,2017,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201735224&height=865&stretch=uniform&width=1500,Mai Okumura,1990-01-31,31,177,66,297,285,http://worldgrandprix.2017.fivb.com/en/group1/competition/teams/jpn-japan/players/mai-okumura?id=58744,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201710992&height=450&stretch=uniformtofill&width=300,JAP,Middle blocker,MB
World Grand Prix,2017,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201735224&height=865&stretch=uniform&width=1500,Ayaka Matsumoto,1988-01-26,33,188,68,313,302,http://worldgrandprix.2017.fivb.com/en/group1/competition/teams/jpn-japan/players/ayaka-matsumoto?id=58740,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201710993&height=450&stretch=uniformtofill&width=300,JAP,Middle blocker,MB
World Grand Prix,2017,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201735224&height=865&stretch=uniform&width=1500,Risa Ishii,1990-01-19,31,179,65,305,277,http://worldgrandprix.2017.fivb.com/en/group1/competition/teams/jpn-japan/players/risa-ishii?id=58735,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201710994&height=450&stretch=uniformtofill&width=300,JAP,Universal,U
World Grand Prix,2017,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201735224&height=865&stretch=uniform&width=1500,Mami Uchiseto,1991-01-25,30,170,74,295,285,http://worldgrandprix.2017.fivb.com/en/group1/competition/teams/jpn-japan/players/mami-uchiseto?id=58754,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201710996&height=450&stretch=uniformtofill&width=300,JAP,Wing spiker,OH
World Grand Prix,2017,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201735224&height=865&stretch=uniform&width=1500,Mako Kobata,1992-01-15,29,164,55,285,274,http://worldgrandprix.2017.fivb.com/en/group1/competition/teams/jpn-japan/players/mako-kobata?id=58738,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201710998&height=450&stretch=uniformtofill&width=300,JAP,Libero,L
World Grand Prix,2017,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201735224&height=865&stretch=uniform&width=1500,Kotoe Inoue,1990-01-15,31,163,57,288,275,http://worldgrandprix.2017.fivb.com/en/group1/competition/teams/jpn-japan/players/kotoe-inoue?id=58734,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201710999&height=450&stretch=uniformtofill&width=300,JAP,Libero,L
World Grand Prix,2017,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201735224&height=865&stretch=uniform&width=1500,Rika Nomoto,1991-01-21,30,180,72,308,291,http://worldgrandprix.2017.fivb.com/en/group1/competition/teams/jpn-japan/players/rika-nomoto?id=58743,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=201711001&height=450&stretch=uniformtofill&width=300,JAP,Wing spiker,OH
U20 World Championships,2019,http:///,Nkemdilim Ruth Terry Enweonwu,2000-01-12,21,187,86,339,309,https://www.volleyball.world/en/volleyball/worldchampionships/u20/women/2019/teams/ita-italy/players/nkemdilim_ruth_terry_enweonwu?id=73044,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=83076&Type=Press&height=450&stretch=uniformtofill&width=300,ITA,Opposite spiker,OPP
U20 World Championships,2019,http:///,Valeria Battista,2001-01-23,20,184,64,316,300,https://www.volleyball.world/en/volleyball/worldchampionships/u20/women/2019/teams/ita-italy/players/valeria_battista?id=73042,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=83077&Type=Press&height=450&stretch=uniformtofill&width=300,ITA,Wing spiker,OH
U20 World Championships,2019,http:///,Federica Squarcini,2000-01-24,21,185,70,320,320,https://www.volleyball.world/en/volleyball/worldchampionships/u20/women/2019/teams/ita-italy/players/federica_squarcini?id=73095,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=83201&Type=Press&height=450&stretch=uniformtofill&width=300,ITA,Middle blocker,MB
U20 World Championships,2019,http:///,Marina Lubian,2000-01-11,21,195,73,318,300,https://www.volleyball.world/en/volleyball/worldchampionships/u20/women/2019/teams/ita-italy/players/marina_lubian?id=73048,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=83198&Type=Press&height=450&stretch=uniformtofill&width=300,ITA,Middle blocker,MB
U20 World Championships,2019,http:///,Fatim Yassimina Soraya Kone,2000-01-25,21,184,73,310,298,https://www.volleyball.world/en/volleyball/worldchampionships/u20/women/2019/teams/ita-italy/players/fatim_yassimina_soraya_kone?id=73047,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=83079&Type=Press&height=450&stretch=uniformtofill&width=300,ITA,Middle blocker,MB
U20 World Championships,2019,http:///,Adhuoljok John Majak Malual,2000-01-14,21,188,72,322,305,https://www.volleyball.world/en/volleyball/worldchampionships/u20/women/2019/teams/ita-italy/players/adhuoljok_john_majak_malual?id=73050,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=83216&Type=Press&height=450&stretch=uniformtofill&width=300,ITA,Opposite spiker,OPP
U20 World Championships,2019,http:///,Alessia Populinic,2000-01-10,21,181,65,304,296,https://www.volleyball.world/en/volleyball/worldchampionships/u20/women/2019/teams/ita-italy/players/alessia_populini?id=73054,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=83204&Type=Press&height=450&stretch=uniformtofill&width=300,ITA,Wing spiker,OH
U20 World Championships,2019,http:///,Sara Panetoni,2000-01-06,21,175,59,294,288,https://www.volleyball.world/en/volleyball/worldchampionships/u20/women/2019/teams/ita-italy/players/sara_panetoni?id=73053,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=83203&Type=Press&height=450&stretch=uniformtofill&width=300,ITA,Libero,L
U20 World Championships,2019,http:///,Oghosasere Loveth Omoruyi,2002-01-25,19,184,75,0,0,https://www.volleyball.world/en/volleyball/worldchampionships/u20/women/2019/teams/ita-italy/players/oghosasere_loveth_omoruyi?id=73052,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=83214&Type=Press&height=450&stretch=uniformtofill&width=300,ITA,Wing spiker,OH
U20 World Championships,2019,http:///,Francesca Scola,2001-01-15,20,176,70,292,286,https://www.volleyball.world/en/volleyball/worldchampionships/u20/women/2019/teams/ita-italy/players/francesca_scola?id=72919,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=83206&Type=Press&height=450&stretch=uniformtofill&width=300,ITA,Setter,S
U20 World Championships,2019,http:///,Alice Alexandra Tanase,2000-01-25,21,178,71,302,296,https://www.volleyball.world/en/volleyball/worldchampionships/u20/women/2019/teams/ita-italy/players/alice_alexandra_tanase?id=73056,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=83209&Type=Press&height=450&stretch=uniformtofill&width=300,ITA,Wing spiker,OH
U20 World Championships,2019,http:///,Rachele Morello,2000-01-07,21,182,77,302,296,https://www.volleyball.world/en/volleyball/worldchampionships/u20/women/2019/teams/ita-italy/players/rachele_morello?id=73051,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=83208&Type=Press&height=450&stretch=uniformtofill&width=300,ITA,Setter,S
U20 World Championships,2019,http:///,Brooke Nuneviller,2000-01-25,21,180,73,297,282,https://www.volleyball.world/en/volleyball/worldchampionships/u20/women/2019/teams/usa-usa/players/brooke_nuneviller?id=73275,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=84681&Type=Press&height=450&stretch=uniformtofill&width=300,USA,Libero,L
U20 World Championships,2019,http:///,Amelia Tuaniga,2001-01-21,20,175,82,295,279,https://www.volleyball.world/en/volleyball/worldchampionships/u20/women/2019/teams/usa-usa/players/amelia_tuaniga?id=73278,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=84724&Type=Press&height=450&stretch=uniformtofill&width=300,USA,Setter,S
U20 World Championships,2019,http:///,Azhani Tealer,2001-01-06,20,178,84,297,282,https://www.volleyball.world/en/volleyball/worldchampionships/u20/women/2019/teams/usa-usa/players/azhani_tealer?id=73309,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=84672&Type=Press&height=450&stretch=uniformtofill&width=300,USA,Opposite spiker,OPP
U20 World Championships,2019,http:///,Logan Egglestonc,2000-01-13,21,185,87,318,300,https://www.volleyball.world/en/volleyball/worldchampionships/u20/women/2019/teams/usa-usa/players/logan_eggleston?id=73272,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=84665&Type=Press&height=450&stretch=uniformtofill&width=300,USA,Wing spiker,OH
U20 World Championships,2019,http:///,Jenna Wenaas,2001-01-28,20,185,73,287,277,https://www.volleyball.world/en/volleyball/worldchampionships/u20/women/2019/teams/usa-usa/players/jenna_wenaas?id=73310,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=84676&Type=Press&height=450&stretch=uniformtofill&width=300,USA,Wing spiker,OH
U20 World Championships,2019,http:///,Skylar Fields,2001-01-17,20,188,79,318,310,https://www.volleyball.world/en/volleyball/worldchampionships/u20/women/2019/teams/usa-usa/players/skylar_fields?id=73273,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=84666&Type=Press&height=450&stretch=uniformtofill&width=300,USA,Opposite spiker,OPP
U20 World Championships,2019,http:///,Molly Phillips,2001-01-31,20,188,77,307,297,https://www.volleyball.world/en/volleyball/worldchampionships/u20/women/2019/teams/usa-usa/players/molly_phillips?id=73276,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=84680&Type=Press&height=450&stretch=uniformtofill&width=300,USA,Middle blocker,MB
U20 World Championships,2019,http:///,Ella Powell,2000-01-19,21,188,66,297,290,https://www.volleyball.world/en/volleyball/worldchampionships/u20/women/2019/teams/usa-usa/players/ella_powell?id=73277,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=84678&Type=Press&height=450&stretch=uniformtofill&width=300,USA,Setter,S
U20 World Championships,2019,http:///,Katherine Clark,2000-01-07,21,191,79,310,310,https://www.volleyball.world/en/volleyball/worldchampionships/u20/women/2019/teams/usa-usa/players/katherine_clark?id=73300,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=84677&Type=Press&height=450&stretch=uniformtofill&width=300,USA,Middle blocker,MB
U20 World Championships,2019,http:///,Anna Dixon,2000-01-21,21,191,82,310,310,https://www.volleyball.world/en/volleyball/worldchampionships/u20/women/2019/teams/usa-usa/players/anna_dixon?id=73301,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=84673&Type=Press&height=450&stretch=uniformtofill&width=300,USA,Wing spiker,OH
U20 World Championships,2019,http:///,Kendall Kipp,2000-01-12,21,198,84,323,307,https://www.volleyball.world/en/volleyball/worldchampionships/u20/women/2019/teams/usa-usa/players/kendall_kipp?id=73274,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=84667&Type=Press&height=450&stretch=uniformtofill&width=300,USA,Opposite spiker,OPP
U20 World Championships,2019,http:///,Heather Gneiting,2000-01-12,21,198,88,310,310,https://www.volleyball.world/en/volleyball/worldchampionships/u20/women/2019/teams/usa-usa/players/heather_gneiting?id=73302,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=84671&Type=Press&height=450&stretch=uniformtofill&width=300,USA,Middle blocker,MB
U20 World Championships,2019,http:///,Uxue Amaya Guereca Parrac,2001-01-12,20,176,64,270,259,https://www.volleyball.world/en/volleyball/worldchampionships/u20/women/2019/teams/mex-mexico/players/uxue_amaya_guereca_parra?id=73439,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=83508&Type=Press&height=450&stretch=uniformtofill&width=300,MEX,Opposite spiker,OPP
U20 World Championships,2019,http:///,Sofia Maldonado Diaz,2002-01-06,19,178,58,275,260,https://www.volleyball.world/en/volleyball/worldchampionships/u20/women/2019/teams/mex-mexico/players/sofia_maldonado_diaz?id=73442,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=83516&Type=Press&height=450&stretch=uniformtofill&width=300,MEX,Middle blocker,MB
U20 World Championships,2019,http:///,Natalie Nizeth Nava Minjarez,2000-01-19,21,180,76,295,288,https://www.volleyball.world/en/volleyball/worldchampionships/u20/women/2019/teams/mex-mexico/players/natalie_nizeth_nava_minjarez?id=73445,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=83507&Type=Press&height=450&stretch=uniformtofill&width=300,MEX,Middle blocker,MB
U20 World Championships,2019,http:///,Renata López Morales,2001-01-15,20,185,74,291,283,https://www.volleyball.world/en/volleyball/worldchampionships/u20/women/2019/teams/mex-mexico/players/renata_l%C3%B3pez_morales?id=73441,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=83510&Type=Press&height=450&stretch=uniformtofill&width=300,MEX,Middle blocker,MB
U20 World Championships,2019,http:///,Gloria Argentina Ung Enriquez,2002-01-25,19,181,59,290,270,https://www.volleyball.world/en/volleyball/worldchampionships/u20/women/2019/teams/mex-mexico/players/gloria_argentina_ung_enriquez?id=73450,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=83521&Type=Press&height=450&stretch=uniformtofill&width=300,MEX,Setter,S
U20 World Championships,2019,http:///,Marian Aylin Ovalle Leyva,2002-01-14,19,178,66,278,260,https://www.volleyball.world/en/volleyball/worldchampionships/u20/women/2019/teams/mex-mexico/players/marian_aylin_ovalle_leyva?id=73446,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=83518&Type=Press&height=450&stretch=uniformtofill&width=300,MEX,Opposite spiker,OPP
U20 World Championships,2019,http:///,María Celeste Vela Jimenez,2000-01-19,21,175,64,250,239,https://www.volleyball.world/en/volleyball/worldchampionships/u20/women/2019/teams/mex-mexico/players/mar%C3%ADa_celeste_vela_jimenez?id=73453,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=83513&Type=Press&height=450&stretch=uniformtofill&width=300,MEX,Setter,S
U20 World Championships,2019,http:///,Daniela Siller Flores,2000-01-25,21,175,58,258,249,https://www.volleyball.world/en/volleyball/worldchampionships/u20/women/2019/teams/mex-mexico/players/daniela_siller_flores?id=73449,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=83514&Type=Press&height=450&stretch=uniformtofill&width=300,MEX,Wing spiker,OH
U20 World Championships,2019,http:///,Joseline Landeros Palacios,2000-01-20,21,169,60,265,249,https://www.volleyball.world/en/volleyball/worldchampionships/u20/women/2019/teams/mex-mexico/players/joseline_landeros_palacios?id=73440,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=83515&Type=Press&height=450&stretch=uniformtofill&width=300,MEX,Libero,L
U20 World Championships,2019,http:///,Mirna Yajaira Valenzuela Castro,2000-01-13,21,175,68,264,240,https://www.volleyball.world/en/volleyball/worldchampionships/u20/women/2019/teams/mex-mexico/players/mirna_yajaira_valenzuela_castro?id=73452,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=83519&Type=Press&height=450&stretch=uniformtofill&width=300,MEX,Wing spiker,OH
U20 World Championships,2019,http:///,Grecia Esther Castro López,2001-01-05,20,180,75,255,241,https://www.volleyball.world/en/volleyball/worldchampionships/u20/women/2019/teams/mex-mexico/players/grecia_esther_castro_l%C3%B3pez?id=73437,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=83512&Type=Press&height=450&stretch=uniformtofill&width=300,MEX,Wing spiker,OH
U20 World Championships,2019,http:///,Melanie Guadalupe Parra Quintero,2002-01-12,19,176,50,249,242,https://www.volleyball.world/en/volleyball/worldchampionships/u20/women/2019/teams/mex-mexico/players/melanie_guadalupe_parra_quintero?id=73447,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=83511&Type=Press&height=450&stretch=uniformtofill&width=300,MEX,Wing spiker,OH
U20 World Championships,2019,http:///,Dezirett De La Caridad Madan Rosales,2002-01-10,19,183,71,289,275,https://www.volleyball.world/en/volleyball/worldchampionships/u20/women/2019/teams/cub-cuba/players/dezirett_de_la_caridad_madan_rosales?id=73403,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=83785&Type=Press&height=450&stretch=uniformtofill&width=300,CUB,Opposite spiker,OPP
U20 World Championships,2019,http:///,Dayana Martinez Hernandez,2002-01-19,19,189,74,285,280,https://www.volleyball.world/en/volleyball/worldchampionships/u20/women/2019/teams/cub-cuba/players/dayana_martinez_hernandez?id=73404,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=83784&Type=Press&height=450&stretch=uniformtofill&width=300,CUB,Middle blocker,MB
U20 World Championships,2019,http:///,Ellemay Santa Miranda Tejeda,2002-01-07,19,165,60,278,276,https://www.volleyball.world/en/volleyball/worldchampionships/u20/women/2019/teams/cub-cuba/players/ellemay_santa_miranda_tejeda?id=73414,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=83787&Type=Press&height=450&stretch=uniformtofill&width=300,CUB,Libero,L
U20 World Championships,2019,http:///,Yaimaris De Los Angeles Garcia Victoria,2002-01-03,19,183,73,265,258,https://www.volleyball.world/en/volleyball/worldchampionships/u20/women/2019/teams/cub-cuba/players/yaimaris_de_los_angeles_garcia_victoria?id=73400,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=83782&Type=Press&height=450&stretch=uniformtofill&width=300,CUB,Setter,S
