competition_name,competition_year,team,name,date_of_birth,curr_age,height,weight,spike,block,player_page,player_image,nationality,position,short_position
World Cup,2019,http:///,Sarina Koga,1996-01-21,25,180,66,307,290,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/jpn-japan/players/sarina_koga?id=77092,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87300&Type=Press&height=450&stretch=uniformtofill&width=300,JAP,Wing spiker,OH
World Cup,2019,http:///,Nana Iwasakac,1990-01-03,31,187,76,298,293,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/jpn-japan/players/nana_iwasaka?id=77091,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87293&Type=Press&height=450&stretch=uniformtofill&width=300,JAP,Middle blocker,MB
World Cup,2019,http:///,Risa Shinnabe,1990-01-11,31,175,64,293,285,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/jpn-japan/players/risa_shinnabe?id=77086,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87294&Type=Press&height=450&stretch=uniformtofill&width=300,JAP,Wing spiker,OH
World Cup,2019,http:///,Erika Shinomiya,1984-01-03,37,186,78,305,297,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/jpn-japan/players/erika_shinomiya?id=77087,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87283&Type=Press&height=450&stretch=uniformtofill&width=300,JAP,Middle blocker,MB
World Cup,2019,http:///,Haruka Miyashita,1994-01-01,27,177,61,298,272,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/jpn-japan/players/haruka_miyashita?id=77103,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87292&Type=Press&height=450&stretch=uniformtofill&width=300,JAP,Setter,S
World Cup,2019,http:///,Yuki Ishii,1991-01-08,30,180,67,305,287,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/jpn-japan/players/yuki_ishii?id=77090,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87295&Type=Press&height=450&stretch=uniformtofill&width=300,JAP,Wing spiker,OH
World Cup,2019,http:///,Yurie Nabeya,1993-01-15,28,176,57,305,292,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/jpn-japan/players/yurie_nabeya?id=77094,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87298&Type=Press&height=450&stretch=uniformtofill&width=300,JAP,Wing spiker,OH
World Cup,2019,http:///,Miya Sato,1990-01-07,31,175,61,278,275,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/jpn-japan/players/miya_sato?id=77099,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87291&Type=Press&height=450&stretch=uniformtofill&width=300,JAP,Setter,S
World Cup,2019,http:///,Mai Okumura,1990-01-31,31,177,66,297,285,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/jpn-japan/players/mai_okumura?id=77095,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87296&Type=Press&height=450&stretch=uniformtofill&width=300,JAP,Middle blocker,MB
World Cup,2019,http:///,Mako Kobata,1992-01-15,29,164,55,285,274,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/jpn-japan/players/mako_kobata?id=77098,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87308&Type=Press&height=450&stretch=uniformtofill&width=300,JAP,Libero,L
World Cup,2019,http:///,Ai Kurogo,1998-01-14,23,180,69,306,295,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/jpn-japan/players/ai_kurogo?id=77093,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87302&Type=Press&height=450&stretch=uniformtofill&width=300,JAP,Wing spiker,OH
World Cup,2019,http:///,Akane Moriya,1991-01-08,30,165,55,282,260,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/jpn-japan/players/akane_moriya?id=77104,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87309&Type=Press&height=450&stretch=uniformtofill&width=300,JAP,Libero,L
World Cup,2019,http:///,Aika Akutagawa,1991-01-03,30,180,62,304,280,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/jpn-japan/players/aika_akutagawa?id=77088,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87287&Type=Press&height=450&stretch=uniformtofill&width=300,JAP,Middle blocker,MB
World Cup,2019,http:///,Mayu Ishikawa,2000-01-14,21,173,66,300,290,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/jpn-japan/players/mayu_ishikawa?id=77107,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87307&Type=Press&height=450&stretch=uniformtofill&width=300,JAP,Wing spiker,OH
World Cup,2019,http:///,Kirsten Knip,1992-01-14,29,175,70,281,275,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/ned-netherlands/players/kirsten_knip?id=76901,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87124&Type=Press&height=450&stretch=uniformtofill&width=300,NED,Libero,L
World Cup,2019,http:///,Yvon Belien,1993-01-28,28,188,73,307,303,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/ned-netherlands/players/yvon_belien?id=76893,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87127&Type=Press&height=450&stretch=uniformtofill&width=300,NED,Middle blocker,MB
World Cup,2019,http:///,Celeste Plak,1995-01-26,26,190,87,314,302,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/ned-netherlands/players/celeste_plak?id=76907,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87128&Type=Press&height=450&stretch=uniformtofill&width=300,NED,Wing spiker,OH
World Cup,2019,http:///,Maret Balkestein-Grothuesc,1988-01-16,33,180,68,304,285,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/ned-netherlands/players/maret_balkestein-grothues?id=76892,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87119&Type=Press&height=450&stretch=uniformtofill&width=300,NED,Wing spiker,OH
World Cup,2019,http:///,Juliet Lohuis,1996-01-10,25,190,77,305,295,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/ned-netherlands/players/juliet_lohuis?id=76904,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87134&Type=Press&height=450&stretch=uniformtofill&width=300,NED,Middle blocker,MB
World Cup,2019,http:///,Myrthe Schoot,1988-01-29,33,182,70,298,286,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/ned-netherlands/players/myrthe_schoot?id=76910,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87122&Type=Press&height=450&stretch=uniformtofill&width=300,NED,Libero,L
World Cup,2019,http:///,Lonneke Slöetjes,1990-01-15,31,191,76,322,315,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/ned-netherlands/players/lonneke_sl%C3%B6etjes?id=76912,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87118&Type=Press&height=450&stretch=uniformtofill&width=300,NED,Opposite spiker,OPP
World Cup,2019,http:///,Anne Buijs,1991-01-02,30,191,73,317,299,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/ned-netherlands/players/anne_buijs?id=76895,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87120&Type=Press&height=450&stretch=uniformtofill&width=300,NED,Wing spiker,OH
World Cup,2019,http:///,Britt Bongaerts,1996-01-03,25,185,68,296,284,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/ned-netherlands/players/britt_bongaerts?id=76894,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87129&Type=Press&height=450&stretch=uniformtofill&width=300,NED,Setter,S
World Cup,2019,http:///,Laura Dijkema,1990-01-18,31,184,70,293,279,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/ned-netherlands/players/laura_dijkema?id=76898,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87123&Type=Press&height=450&stretch=uniformtofill&width=300,NED,Setter,S
World Cup,2019,http:///,Nicole Oude Luttikhuis,1997-01-26,24,191,82,312,305,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/ned-netherlands/players/nicole_oude_luttikhuis?id=76906,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87131&Type=Press&height=450&stretch=uniformtofill&width=300,NED,Wing spiker,OH
World Cup,2019,http:///,Marrit Jasper,1996-01-28,25,180,75,300,285,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/ned-netherlands/players/marrit_jasper?id=76900,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87135&Type=Press&height=450&stretch=uniformtofill&width=300,NED,Wing spiker,OH
World Cup,2019,http:///,Nicole Koolhaas,1991-01-31,30,198,77,310,300,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/ned-netherlands/players/nicole_koolhaas?id=76902,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87125&Type=Press&height=450&stretch=uniformtofill&width=300,NED,Middle blocker,MB
World Cup,2019,http:///,Eline Timmerman,1998-01-30,23,192,78,303,295,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/ned-netherlands/players/eline_timmerman?id=76914,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87142&Type=Press&height=450&stretch=uniformtofill&width=300,NED,Middle blocker,MB
World Cup,2019,http:///,Stephanie Fotso Mogoung,1987-01-25,34,187,78,301,275,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/cmr-cameroon/players/stephanie_fotso_mogoung?id=77181,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87442&Type=Press&height=450&stretch=uniformtofill&width=300,CAM,Middle blocker,MB
World Cup,2019,http:///,Christelle Tchoudjang Nanac,1989-01-07,32,184,80,308,285,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/cmr-cameroon/players/christelle_tchoudjang_nana?id=77184,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87441&Type=Press&height=450&stretch=uniformtofill&width=300,CAM,Opposite spiker,OPP
World Cup,2019,http:///,Raissa Nasser,1994-01-19,27,173,73,284,270,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/cmr-cameroon/players/raissa_nasser?id=77186,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87449&Type=Press&height=450&stretch=uniformtofill&width=300,CAM,Libero,L
World Cup,2019,http:///,Paule Arielle Olomo,2001-01-30,20,185,70,285,270,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/cmr-cameroon/players/paule_arielle_olomo?id=77191,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87493&Type=Press&height=450&stretch=uniformtofill&width=300,CAM,Middle blocker,MB
World Cup,2019,http:///,Laetitia Crescence Moma Bassoko,1993-01-09,28,184,81,301,281,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/cmr-cameroon/players/laetitia_crescence_moma_bassoko?id=77185,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87443&Type=Press&height=450&stretch=uniformtofill&width=300,CAM,Wing spiker,OH
World Cup,2019,http:///,Honorine Djakao Gamkoua,1992-01-27,29,172,65,280,270,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/cmr-cameroon/players/honorine_djakao_gamkoua?id=77179,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87451&Type=Press&height=450&stretch=uniformtofill&width=300,CAM,Setter,S
World Cup,2019,http:///,Berthrade Simone Flore Bikatal,1992-01-23,29,183,76,297,253,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/cmr-cameroon/players/berthrade_simone_flore_bikatal?id=77178,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87447&Type=Press&height=450&stretch=uniformtofill&width=300,CAM,Wing spiker,OH
World Cup,2019,http:///,Adetutu Sherilyn Adedayo Oghale Bashorun,1993-01-26,28,185,72,297,288,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/cmr-cameroon/players/adetutu_sherilyn_adedayo_oghale_bashorun?id=77177,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87454&Type=Press&height=450&stretch=uniformtofill&width=300,CAM,Middle blocker,MB
World Cup,2019,http:///,Abdoulkarim Fawziya,1989-01-01,32,180,67,292,275,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/cmr-cameroon/players/abdoulkarim_fawziya?id=77180,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87446&Type=Press&height=450&stretch=uniformtofill&width=300,CAM,Wing spiker,OH
World Cup,2019,http:///,Yolande Juliana Amana Guigolo,1997-01-15,24,184,78,292,275,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/cmr-cameroon/players/yolande_juliana_amana_guigolo?id=77176,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87450&Type=Press&height=450&stretch=uniformtofill&width=300,CAM,Setter,S
World Cup,2019,http:///,Ezssi Emelda Piata,1997-01-08,24,190,65,295,281,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/cmr-cameroon/players/ezssi_emelda_piata?id=77183,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87448&Type=Press&height=450&stretch=uniformtofill&width=300,CAM,Middle blocker,MB
World Cup,2019,http:///,Estelle Adiana,1997-01-14,24,182,85,285,256,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/cmr-cameroon/players/estelle_adiana?id=77174,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87495&Type=Press&height=450&stretch=uniformtofill&width=300,CAM,Opposite spiker,OPP
World Cup,2019,http:///,Odette Ahirnidi Menkred,1999-01-05,22,174,68,270,250,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/cmr-cameroon/players/odette_ahirnidi_menkred?id=77175,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87452&Type=Press&height=450&stretch=uniformtofill&width=300,CAM,Libero,L
World Cup,2019,http:///,Ruth Manuela Marie Bibinbe,2002-01-23,19,198,90,330,310,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/cmr-cameroon/players/ruth_manuela_marie_bibinbe?id=77187,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87479&Type=Press&height=450&stretch=uniformtofill&width=300,CAM,Middle blocker,MB
World Cup,2019,http:///,Elina María Rodriguez,1997-01-11,24,189,72,300,284,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/arg-argentina/players/elina_mar%C3%ADa_rodriguez?id=76938,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87550&Type=Press&height=450&stretch=uniformtofill&width=300,ARG,Wing spiker,OH
World Cup,2019,http:///,Paula Yamila Nizetich,1989-01-27,32,181,74,305,295,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/arg-argentina/players/paula_yamila_nizetich?id=76935,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87563&Type=Press&height=450&stretch=uniformtofill&width=300,ARG,Wing spiker,OH
World Cup,2019,http:///,Daniela Bulaich Simian,1997-01-05,24,172,53,274,263,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/arg-argentina/players/daniela_bulaich_simian?id=76921,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87565&Type=Press&height=450&stretch=uniformtofill&width=300,ARG,Wing spiker,OH
World Cup,2019,http:///,Lucia Fresco,1991-01-14,30,195,92,304,290,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/arg-argentina/players/lucia_fresco?id=76926,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87566&Type=Press&height=450&stretch=uniformtofill&width=300,ARG,Opposite spiker,OPP
World Cup,2019,http:///,Agnes Victoria Michel Tosi,1999-01-01,22,182,69,283,273,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/arg-argentina/players/agnes_victoria_michel_tosi?id=76934,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87568&Type=Press&height=450&stretch=uniformtofill&width=300,ARG,Middle blocker,MB
World Cup,2019,http:///,Julieta Constanza Lazcanoc,1989-01-25,32,190,76,312,293,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/arg-argentina/players/julieta_constanza_lazcano?id=76929,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87569&Type=Press&height=450&stretch=uniformtofill&width=300,ARG,Middle blocker,MB
World Cup,2019,http:///,Tatiana Soledad Rizzo,1986-01-30,35,178,64,280,268,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/arg-argentina/players/tatiana_soledad_rizzo?id=76937,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87570&Type=Press&height=450&stretch=uniformtofill&width=300,ARG,Libero,L
World Cup,2019,http:///,Bianca Farriol,2001-01-18,20,180,68,290,270,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/arg-argentina/players/bianca_farriol?id=76924,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87586&Type=Press&height=450&stretch=uniformtofill&width=300,ARG,Middle blocker,MB
World Cup,2019,http:///,Victoria Mayer,2001-01-19,20,180,59,285,265,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/arg-argentina/players/victoria_mayer?id=76932,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87571&Type=Press&height=450&stretch=uniformtofill&width=300,ARG,Setter,S
World Cup,2019,http:///,Valentina Andrea Gonzalez,1998-01-23,23,163,56,271,260,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/arg-argentina/players/valentina_andrea_gonzalez?id=76928,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87585&Type=Press&height=450&stretch=uniformtofill&width=300,ARG,Libero,L
World Cup,2019,http:///,Agostina Denisse Soria,1998-01-09,23,179,65,279,271,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/arg-argentina/players/agostina_denisse_soria?id=77115,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87576&Type=Press&height=450&stretch=uniformtofill&width=300,ARG,Wing spiker,OH
World Cup,2019,http:///,Candela Sol Salinas,2000-01-23,21,183,64,278,265,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/arg-argentina/players/candela_sol_salinas?id=76939,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87577&Type=Press&height=450&stretch=uniformtofill&width=300,ARG,Opposite spiker,OPP
World Cup,2019,http:///,Sol Piccolo,1996-01-11,25,184,74,294,282,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/arg-argentina/players/sol_piccolo?id=76936,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87578&Type=Press&height=450&stretch=uniformtofill&width=300,ARG,Wing spiker,OH
World Cup,2019,http:///,Azul Benitez,1998-01-05,23,165,60,260,245,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/arg-argentina/players/azul_benitez?id=77172,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87581&Type=Press&height=450&stretch=uniformtofill&width=300,ARG,Setter,S
World Cup,2019,http:///,Bianka Busa,1994-01-25,27,187,74,312,298,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/srb-serbia/players/bianka_busa?id=77123,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87380&Type=Press&height=450&stretch=uniformtofill&width=300,SRB,Wing spiker,OH
World Cup,2019,http:///,Katarina Lazovic,1999-01-12,22,182,65,290,277,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/srb-serbia/players/katarina_lazovic?id=77130,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87390&Type=Press&height=450&stretch=uniformtofill&width=300,SRB,Wing spiker,OH
World Cup,2019,http:///,Mina Popovic,1994-01-16,27,187,73,315,305,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/srb-serbia/players/mina_popovic?id=77136,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87381&Type=Press&height=450&stretch=uniformtofill&width=300,SRB,Middle blocker,MB
World Cup,2019,http:///,Maja Savic,1993-01-14,28,189,70,305,295,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/srb-serbia/players/maja_savic?id=77140,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87377&Type=Press&height=450&stretch=uniformtofill&width=300,SRB,Middle blocker,MB
World Cup,2019,http:///,Sladjana Mirkovic,1995-01-07,26,185,78,293,283,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/srb-serbia/players/sladjana_mirkovic?id=77134,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87383&Type=Press&height=450&stretch=uniformtofill&width=300,SRB,Setter,S
World Cup,2019,http:///,Teodora Pusic,1993-01-12,28,170,58,270,260,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/srb-serbia/players/teodora_pusic?id=77138,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87378&Type=Press&height=450&stretch=uniformtofill&width=300,SRB,Libero,L
World Cup,2019,http:///,Ana Bjelicac,1992-01-03,29,190,78,310,305,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/srb-serbia/players/ana_bjelica?id=77121,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87376&Type=Press&height=450&stretch=uniformtofill&width=300,SRB,Opposite spiker,OPP
World Cup,2019,http:///,Maja Aleksic,1997-01-06,24,188,72,302,289,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/srb-serbia/players/maja_aleksic?id=77119,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87387&Type=Press&height=450&stretch=uniformtofill&width=300,SRB,Middle blocker,MB
World Cup,2019,http:///,Bojana Milenkovic,1997-01-06,24,185,70,294,288,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/srb-serbia/players/bojana_milenkovic?id=77133,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87385&Type=Press&height=450&stretch=uniformtofill&width=300,SRB,Wing spiker,OH
World Cup,2019,http:///,Jelena Blagojevic,1988-01-01,33,181,67,302,284,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/srb-serbia/players/jelena_blagojevic?id=77122,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87379&Type=Press&height=450&stretch=uniformtofill&width=300,SRB,Wing spiker,OH
World Cup,2019,http:///,Jovana Kocic,1998-01-24,23,190,85,290,285,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/srb-serbia/players/jovana_kocic?id=77127,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87389&Type=Press&height=450&stretch=uniformtofill&width=300,SRB,Middle blocker,MB
World Cup,2019,http:///,Sara Lozo,1997-01-29,24,186,61,295,290,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/srb-serbia/players/sara_lozo?id=77131,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87386&Type=Press&height=450&stretch=uniformtofill&width=300,SRB,Opposite spiker,OPP
World Cup,2019,http:///,Mila Djordjevic,1998-01-20,23,180,58,290,280,https://www.volleyball.world/en/volleyball/worldcup/2019/women/teams/srb-serbia/players/mila_djordjevic?id=77125,https://www.fivb.org/Vis2009/Images/GetImage.asmx?No=87393&Type=Press&height=450&stretch=uniformtofill&width=300,SRB,Setter,S
